event_id,timestamp,employee_id,employee_name,role,store_id,action_type,amount,order_id,customer_ref,payment_method,original_txn_id,discount_pct,note
evt-0009551,2026-06-25T17:11:09,EMP-1008,Amara Chan,Returns Desk,STORE-B,sale,57.4,ORD-928211,CUST-10270,card,,0.0,
evt-0009407,2026-06-25T17:11:27,EMP-1003,Priya Zahra,Cashier,STORE-B,sale,20.41,ORD-824726,CUST-10346,wallet,,0.0,
evt-0009581,2026-06-25T17:13:14,EMP-1009,Mei Lindqvist,Shift Supervisor,STORE-B,sale,36.91,ORD-353303,CUST-10116,cash,,0.0,
evt-0009528,2026-06-25T17:16:49,EMP-1006,Naomi Duarte,Returns Desk,STORE-B,refund,41.68,ORD-240887,CUST-10231,card,evt-0009513,0.0,
evt-0009668,2026-06-25T17:18:11,EMP-1015,Leila Farah,Store Manager,STORE-B,sale,26.54,ORD-576630,CUST-10198,card,,0.0,
evt-0009527,2026-06-25T17:22:25,EMP-1006,Naomi Duarte,Returns Desk,STORE-B,refund,23.45,ORD-564847,CUST-10251,card,evt-0009516,0.0,
evt-0009537,2026-06-25T17:22:48,EMP-1008,Amara Chan,Returns Desk,STORE-B,sale,34.2,ORD-440722,CUST-10238,cash,,0.0,
evt-0009558,2026-06-25T17:23:38,EMP-1008,Amara Chan,Returns Desk,STORE-B,refund,49.21,ORD-567867,CUST-10039,cash,evt-0009538,0.0,
evt-0009598,2026-06-25T17:25:52,EMP-1009,Mei Lindqvist,Shift Supervisor,STORE-B,void,36.41,ORD-958001,,card,evt-0009581,0.0,
evt-0009660,2026-06-25T17:28:46,EMP-1015,Leila Farah,Store Manager,STORE-B,sale,22.41,ORD-901390,CUST-10109,wallet,,0.0,
evt-0009504,2026-06-25T17:30:31,EMP-1005,Tobias Duarte,Returns Desk,STORE-B,sale,56.43,ORD-684756,CUST-10184,card,,0.0,
evt-0009564,2026-06-25T17:31:26,EMP-1009,Mei Lindqvist,Shift Supervisor,STORE-B,sale,26.06,ORD-965353,CUST-10326,cash,,0.0,
evt-0009518,2026-06-25T17:32:53,EMP-1006,Naomi Duarte,Returns Desk,STORE-B,sale,40.58,ORD-365180,CUST-10198,card,,0.0,
evt-0009509,2026-06-25T17:41:09,EMP-1006,Naomi Duarte,Returns Desk,STORE-B,sale,18.18,ORD-671211,CUST-10254,card,,0.0,
evt-0009665,2026-06-25T17:43:09,EMP-1015,Leila Farah,Store Manager,STORE-B,sale,14.68,ORD-907960,CUST-10054,wallet,,0.0,
evt-0009544,2026-06-25T17:45:23,EMP-1008,Amara Chan,Returns Desk,STORE-B,sale,17.46,ORD-991627,CUST-10268,card,,0.0,
evt-0009460,2026-06-25T17:45:40,EMP-1004,Cora Reyes,Cashier,STORE-B,sale,40.89,ORD-267635,CUST-10089,card,,0.0,
evt-0009546,2026-06-25T17:55:48,EMP-1008,Amara Chan,Returns Desk,STORE-B,sale,14.3,ORD-802519,CUST-10079,cash,,0.0,
evt-0009674,2026-06-25T17:56:21,EMP-1015,Leila Farah,Store Manager,STORE-B,sale,10.83,ORD-342192,CUST-10009,card,,0.0,
evt-0009525,2026-06-25T17:56:55,EMP-1006,Naomi Duarte,Returns Desk,STORE-B,refund,18.18,ORD-972576,CUST-10254,cash,evt-0009509,0.0,
evt-0009561,2026-06-25T17:58:01,EMP-1008,Amara Chan,Returns Desk,STORE-B,discount,24.96,ORD-376698,CUST-10046,card,,12.7,
evt-0009533,2026-06-25T18:00:15,EMP-1008,Amara Chan,Returns Desk,STORE-B,sale,29.01,ORD-429521,CUST-10021,card,,0.0,
evt-0009557,2026-06-25T18:07:19,EMP-1008,Amara Chan,Returns Desk,STORE-B,refund,17.46,ORD-231773,CUST-10268,card,evt-0009544,0.0,
evt-0009593,2026-06-25T18:16:16,EMP-1009,Mei Lindqvist,Shift Supervisor,STORE-B,refund,36.91,ORD-452697,CUST-10116,card,evt-0009581,0.0,
evt-0009541,2026-06-25T18:17:00,EMP-1008,Amara Chan,Returns Desk,STORE-B,sale,18.7,ORD-559645,CUST-10314,cash,,0.0,
evt-0009512,2026-06-25T18:19:14,EMP-1006,Naomi Duarte,Returns Desk,STORE-B,sale,25.57,ORD-183598,CUST-10096,card,,0.0,
evt-0009539,2026-06-25T18:21:37,EMP-1008,Amara Chan,Returns Desk,STORE-B,sale,10.13,ORD-495106,CUST-10070,cash,,0.0,
evt-0009681,2026-06-25T18:21:37,EMP-1015,Leila Farah,Store Manager,STORE-B,void,14.03,ORD-926683,,card,evt-0009674,0.0,
evt-0009507,2026-06-25T18:28:33,EMP-1006,Naomi Duarte,Returns Desk,STORE-B,sale,22.35,ORD-411193,CUST-10308,card,,0.0,
evt-0009677,2026-06-25T18:32:10,EMP-1015,Leila Farah,Store Manager,STORE-B,sale,24.84,ORD-815506,CUST-10108,card,,0.0,
evt-0009526,2026-06-25T18:35:37,EMP-1006,Naomi Duarte,Returns Desk,STORE-B,refund,11.31,ORD-699638,CUST-10032,cash,evt-0009517,0.0,
evt-0009508,2026-06-25T18:44:59,EMP-1006,Naomi Duarte,Returns Desk,STORE-B,sale,67.77,ORD-809952,CUST-10299,card,,0.0,
evt-0009543,2026-06-25T18:48:55,EMP-1008,Amara Chan,Returns Desk,STORE-B,sale,68.14,ORD-415465,CUST-10321,card,,0.0,
evt-0009515,2026-06-25T19:25:31,EMP-1006,Naomi Duarte,Returns Desk,STORE-B,sale,24.58,ORD-969943,CUST-10037,card,,0.0,
evt-0009556,2026-06-25T19:34:36,EMP-1008,Amara Chan,Returns Desk,STORE-B,refund,14.3,ORD-734784,CUST-10079,cash,evt-0009546,0.0,
evt-0009555,2026-06-25T19:47:50,EMP-1008,Amara Chan,Returns Desk,STORE-B,refund,18.7,ORD-454147,CUST-10314,card,evt-0009541,0.0,
evt-0009895,2026-06-26T08:04:29,EMP-1011,Kwame Ricci,Shift Supervisor,STORE-B,sale,33.76,ORD-806554,CUST-10078,cash,,0.0,
evt-0009933,2026-06-26T08:06:43,EMP-1012,Idris Nair,Shift Supervisor,STORE-B,sale,62.35,ORD-493883,CUST-10081,card,,0.0,
evt-0009951,2026-06-26T08:24:26,EMP-1012,Idris Nair,Shift Supervisor,STORE-B,manual_override,46.21,ORD-183271,,card,,0.0,price override
evt-0009965,2026-06-26T08:31:51,EMP-1014,Theo Chan,Store Manager,STORE-B,manual_override,41.86,ORD-569256,,card,,0.0,price override
evt-0009909,2026-06-26T08:34:42,EMP-1011,Kwame Ricci,Shift Supervisor,STORE-B,discount,34.16,ORD-407414,CUST-10228,card,,5.2,
evt-0009954,2026-06-26T08:37:41,EMP-1014,Theo Chan,Store Manager,STORE-B,sale,37.89,ORD-128154,CUST-10356,card,,0.0,
evt-0009961,2026-06-26T08:41:46,EMP-1014,Theo Chan,Store Manager,STORE-B,sale,28.42,ORD-538233,CUST-10202,cash,,0.0,
evt-0009934,2026-06-26T08:42:18,EMP-1012,Idris Nair,Shift Supervisor,STORE-B,sale,88.53,ORD-643187,CUST-10342,card,,0.0,
evt-0009922,2026-06-26T08:51:23,EMP-1012,Idris Nair,Shift Supervisor,STORE-B,sale,51.76,ORD-749800,CUST-10238,card,,0.0,
evt-0009896,2026-06-26T09:07:09,EMP-1011,Kwame Ricci,Shift Supervisor,STORE-B,sale,12.95,ORD-965982,CUST-10124,card,,0.0,
evt-0009944,2026-06-26T09:15:09,EMP-1012,Idris Nair,Shift Supervisor,STORE-B,refund,39.89,ORD-543871,CUST-10056,cash,evt-0009923,0.0,
evt-0009904,2026-06-26T09:19:14,EMP-1011,Kwame Ricci,Shift Supervisor,STORE-B,sale,21.87,ORD-187990,CUST-10143,wallet,,0.0,
evt-0009960,2026-06-26T09:24:27,EMP-1014,Theo Chan,Store Manager,STORE-B,sale,43.56,ORD-800909,CUST-10040,cash,,0.0,
evt-0009959,2026-06-26T09:26:46,EMP-1014,Theo Chan,Store Manager,STORE-B,sale,18.95,ORD-725397,CUST-10031,card,,0.0,
evt-0009791,2026-06-26T09:35:39,EMP-1005,Tobias Duarte,Returns Desk,STORE-B,sale,32.82,ORD-588075,CUST-10392,cash,,0.0,
evt-0009795,2026-06-26T09:37:40,EMP-1005,Tobias Duarte,Returns Desk,STORE-B,sale,47.21,ORD-546028,CUST-10179,card,,0.0,
evt-0009800,2026-06-26T09:43:24,EMP-1005,Tobias Duarte,Returns Desk,STORE-B,manual_override,18.46,ORD-908155,,card,,0.0,price override
evt-0009974,2026-06-26T09:44:00,EMP-1015,Leila Farah,Store Manager,STORE-B,sale,51.06,ORD-163481,CUST-10334,wallet,,0.0,
evt-0009789,2026-06-26T09:48:15,EMP-1005,Tobias Duarte,Returns Desk,STORE-B,sale,38.99,ORD-187179,CUST-10338,cash,,0.0,
evt-0009921,2026-06-26T09:50:56,EMP-1012,Idris Nair,Shift Supervisor,STORE-B,sale,34.49,ORD-617844,CUST-10101,wallet,,0.0,
evt-0009917,2026-06-26T09:51:44,EMP-1012,Idris Nair,Shift Supervisor,STORE-B,sale,35.53,ORD-130930,CUST-10309,card,,0.0,
evt-0009906,2026-06-26T10:02:01,EMP-1011,Kwame Ricci,Shift Supervisor,STORE-B,sale,126.66,ORD-860122,CUST-10293,card,,0.0,
evt-0009945,2026-06-26T10:02:57,EMP-1012,Idris Nair,Shift Supervisor,STORE-B,refund,35.53,ORD-579041,CUST-10309,cash,evt-0009917,0.0,
evt-0009928,2026-06-26T10:15:03,EMP-1012,Idris Nair,Shift Supervisor,STORE-B,sale,16.24,ORD-277068,CUST-10274,cash,,0.0,
evt-0009796,2026-06-26T10:15:09,EMP-1005,Tobias Duarte,Returns Desk,STORE-B,refund,21.62,ORD-991720,CUST-10112,card,evt-0009794,0.0,
evt-0009880,2026-06-26T10:20:19,EMP-1010,Sam Byrne,Shift Supervisor,STORE-B,sale,33.28,ORD-558314,CUST-10389,card,,0.0,
evt-0009977,2026-06-26T10:21:34,EMP-1015,Leila Farah,Store Manager,STORE-B,discount,32.84,ORD-746400,CUST-10301,card,,13.7,
evt-0009802,2026-06-26T10:21:38,EMP-1007,Marco Ricci,Returns Desk,STORE-B,sale,21.34,ORD-425624,CUST-10015,cash,,0.0,
evt-0009801,2026-06-26T10:30:30,EMP-1007,Marco Ricci,Returns Desk,STORE-B,sale,44.78,ORD-560119,CUST-10245,card,,0.0,
evt-0009769,2026-06-26T10:40:43,EMP-1003,Priya Zahra,Cashier,STORE-B,sale,35.85,ORD-867254,CUST-10344,cash,,0.0,
evt-0009947,2026-06-26T10:43:39,EMP-1012,Idris Nair,Shift Supervisor,STORE-B,discount,17.85,ORD-506967,CUST-10087,card,,9.2,
evt-0009882,2026-06-26T10:45:54,EMP-1010,Sam Byrne,Shift Supervisor,STORE-B,sale,24.0,ORD-173797,CUST-10155,card,,0.0,
evt-0009912,2026-06-26T10:48:41,EMP-1012,Idris Nair,Shift Supervisor,STORE-B,sale,15.5,ORD-762676,CUST-10127,card,,0.0,
evt-0009870,2026-06-26T10:48:45,EMP-1010,Sam Byrne,Shift Supervisor,STORE-B,sale,19.89,ORD-479992,CUST-10151,cash,,0.0,
evt-0009902,2026-06-26T10:56:59,EMP-1011,Kwame Ricci,Shift Supervisor,STORE-B,sale,12.17,ORD-817983,CUST-10280,card,,0.0,
evt-0009929,2026-06-26T10:59:22,EMP-1012,Idris Nair,Shift Supervisor,STORE-B,sale,13.62,ORD-864229,CUST-10360,card,,0.0,
evt-0009689,2026-06-26T10:59:27,EMP-1001,Amara Zahra,Cashier,STORE-B,sale,87.04,ORD-448599,CUST-10059,card,,0.0,
evt-0009939,2026-06-26T11:01:24,EMP-1012,Idris Nair,Shift Supervisor,STORE-B,sale,79.57,ORD-550820,CUST-10374,wallet,,0.0,
evt-0009690,2026-06-26T11:03:04,EMP-1001,Amara Zahra,Cashier,STORE-B,sale,16.93,ORD-629966,CUST-10356,card,,0.0,
evt-0009927,2026-06-26T11:03:41,EMP-1012,Idris Nair,Shift Supervisor,STORE-B,sale,39.57,ORD-170405,CUST-10103,card,,0.0,
evt-0009786,2026-06-26T11:06:23,EMP-1005,Tobias Duarte,Returns Desk,STORE-B,sale,9.22,ORD-119846,CUST-10069,cash,,0.0,
evt-0009824,2026-06-26T11:09:25,EMP-1009,Mei Lindqvist,Shift Supervisor,STORE-B,sale,9.24,ORD-348850,CUST-10152,card,,0.0,
evt-0009913,2026-06-26T11:11:55,EMP-1012,Idris Nair,Shift Supervisor,STORE-B,sale,13.25,ORD-831018,CUST-10244,wallet,,0.0,
evt-0009753,2026-06-26T11:13:53,EMP-1003,Priya Zahra,Cashier,STORE-B,sale,30.87,ORD-492268,CUST-10228,card,,0.0,
evt-0009704,2026-06-26T11:14:52,EMP-1001,Amara Zahra,Cashier,STORE-B,sale,23.74,ORD-900539,CUST-10337,card,,0.0,
evt-0009711,2026-06-26T11:15:26,EMP-1001,Amara Zahra,Cashier,STORE-B,sale,61.21,ORD-677094,CUST-10368,wallet,,0.0,
evt-0009805,2026-06-26T11:16:15,EMP-1007,Marco Ricci,Returns Desk,STORE-B,sale,8.33,ORD-918082,CUST-10098,card,,0.0,
evt-0009804,2026-06-26T11:16:54,EMP-1007,Marco Ricci,Returns Desk,STORE-B,sale,15.86,ORD-241035,CUST-10389,card,,0.0,
evt-0009781,2026-06-26T11:19:34,EMP-1003,Priya Zahra,Cashier,STORE-B,void,29.71,ORD-602111,,card,evt-0009769,0.0,
evt-0009885,2026-06-26T11:22:08,EMP-1010,Sam Byrne,Shift Supervisor,STORE-B,sale,38.87,ORD-726056,CUST-10132,card,,0.0,
evt-0009771,2026-06-26T11:25:52,EMP-1003,Priya Zahra,Cashier,STORE-B,sale,18.48,ORD-317807,CUST-10242,card,,0.0,
evt-0009705,2026-06-26T11:27:11,EMP-1001,Amara Zahra,Cashier,STORE-B,sale,25.98,ORD-871758,CUST-10058,cash,,0.0,
evt-0009774,2026-06-26T11:27:23,EMP-1003,Priya Zahra,Cashier,STORE-B,sale,12.58,ORD-274715,CUST-10133,card,,0.0,
evt-0009694,2026-06-26T11:28:39,EMP-1001,Amara Zahra,Cashier,STORE-B,sale,78.28,ORD-125245,CUST-10363,card,,0.0,
evt-0009890,2026-06-26T11:33:13,EMP-1010,Sam Byrne,Shift Supervisor,STORE-B,refund,34.8,ORD-230602,CUST-10224,cash,evt-0009881,0.0,
evt-0009810,2026-06-26T11:35:36,EMP-1007,Marco Ricci,Returns Desk,STORE-B,sale,87.53,ORD-254325,CUST-10111,card,,0.0,
evt-0009949,2026-06-26T11:36:00,EMP-1012,Idris Nair,Shift Supervisor,STORE-B,discount,30.4,ORD-206646,CUST-10199,card,,15.0,
evt-0009967,2026-06-26T11:36:33,EMP-1015,Leila Farah,Store Manager,STORE-B,sale,52.87,ORD-289044,CUST-10038,cash,,0.0,
evt-0009936,2026-06-26T11:37:24,EMP-1012,Idris Nair,Shift Supervisor,STORE-B,sale,27.91,ORD-946365,CUST-10338,card,,0.0,
evt-0009851,2026-06-26T11:37:51,EMP-1009,Mei Lindqvist,Shift Supervisor,STORE-B,sale,16.75,ORD-355015,CUST-10308,card,,0.0,
evt-0009869,2026-06-26T11:41:58,EMP-1009,Mei Lindqvist,Shift Supervisor,STORE-B,manual_override,34.34,ORD-445858,,card,,0.0,price override
evt-0009938,2026-06-26T11:42:12,EMP-1012,Idris Nair,Shift Supervisor,STORE-B,sale,28.54,ORD-950199,CUST-10366,card,,0.0,
evt-0009775,2026-06-26T11:44:46,EMP-1003,Priya Zahra,Cashier,STORE-B,sale,95.92,ORD-719838,CUST-10327,wallet,,0.0,
evt-0009943,2026-06-26T11:50:33,EMP-1012,Idris Nair,Shift Supervisor,STORE-B,sale,12.73,ORD-103666,CUST-10275,card,,0.0,
evt-0009799,2026-06-26T11:51:27,EMP-1005,Tobias Duarte,Returns Desk,STORE-B,void,9.82,ORD-409492,,card,evt-0009795,0.0,
evt-0009725,2026-06-26T11:51:33,EMP-1002,Priya Byrne,Cashier,STORE-B,sale,33.43,ORD-165014,CUST-10380,card,,0.0,
evt-0009698,2026-06-26T11:51:35,EMP-1001,Amara Zahra,Cashier,STORE-B,sale,10.14,ORD-294946,CUST-10150,card,,0.0,
evt-0009897,2026-06-26T11:51:56,EMP-1011,Kwame Ricci,Shift Supervisor,STORE-B,sale,43.63,ORD-193823,CUST-10355,card,,0.0,
evt-0009957,2026-06-26T11:52:42,EMP-1014,Theo Chan,Store Manager,STORE-B,sale,36.08,ORD-476012,CUST-10151,cash,,0.0,
evt-0009973,2026-06-26T11:52:59,EMP-1015,Leila Farah,Store Manager,STORE-B,sale,27.26,ORD-119098,CUST-10028,card,,0.0,
evt-0009861,2026-06-26T11:55:13,EMP-1009,Mei Lindqvist,Shift Supervisor,STORE-B,refund,13.12,ORD-626610,CUST-10084,card,evt-0009820,0.0,
evt-0009750,2026-06-26T11:56:45,EMP-1003,Priya Zahra,Cashier,STORE-B,sale,32.33,ORD-901390,CUST-10100,card,,0.0,
evt-0009877,2026-06-26T11:58:55,EMP-1010,Sam Byrne,Shift Supervisor,STORE-B,sale,45.02,ORD-858342,CUST-10284,card,,0.0,
evt-0009709,2026-06-26T12:00:48,EMP-1001,Amara Zahra,Cashier,STORE-B,sale,12.84,ORD-617500,CUST-10162,card,,0.0,
evt-0009728,2026-06-26T12:02:09,EMP-1002,Priya Byrne,Cashier,STORE-B,sale,23.33,ORD-604331,CUST-10331,card,,0.0,
evt-0009873,2026-06-26T12:05:59,EMP-1010,Sam Byrne,Shift Supervisor,STORE-B,sale,12.94,ORD-301143,CUST-10356,card,,0.0,
evt-0009905,2026-06-26T12:06:03,EMP-1011,Kwame Ricci,Shift Supervisor,STORE-B,sale,49.73,ORD-213204,CUST-10046,card,,0.0,
evt-0009792,2026-06-26T12:06:07,EMP-1005,Tobias Duarte,Returns Desk,STORE-B,sale,32.06,ORD-188680,CUST-10282,cash,,0.0,
evt-0009908,2026-06-26T12:07:13,EMP-1011,Kwame Ricci,Shift Supervisor,STORE-B,void,17.05,ORD-231923,,card,evt-0009898,0.0,
evt-0009743,2026-06-26T12:09:17,EMP-1002,Priya Byrne,Cashier,STORE-B,sale,34.7,ORD-469413,CUST-10260,card,,0.0,
evt-0009952,2026-06-26T12:10:14,EMP-1012,Idris Nair,Shift Supervisor,STORE-B,manual_override,32.05,ORD-239488,,card,,0.0,price override
evt-0009797,2026-06-26T12:12:31,EMP-1005,Tobias Duarte,Returns Desk,STORE-B,refund,32.06,ORD-895503,CUST-10282,card,evt-0009792,0.0,
evt-0009975,2026-06-26T12:14:01,EMP-1015,Leila Farah,Store Manager,STORE-B,sale,38.67,ORD-771806,CUST-10294,card,,0.0,
evt-0009721,2026-06-26T12:14:32,EMP-1001,Amara Zahra,Cashier,STORE-B,discount,34.11,ORD-568663,CUST-10177,card,,7.1,
evt-0009900,2026-06-26T12:14:43,EMP-1011,Kwame Ricci,Shift Supervisor,STORE-B,sale,66.56,ORD-381742,CUST-10325,cash,,0.0,
evt-0009948,2026-06-26T12:16:24,EMP-1012,Idris Nair,Shift Supervisor,STORE-B,discount,64.34,ORD-972640,CUST-10047,card,,10.4,
evt-0009889,2026-06-26T12:16:36,EMP-1010,Sam Byrne,Shift Supervisor,STORE-B,refund,23.38,ORD-595686,CUST-10083,card,evt-0009884,0.0,
evt-0009830,2026-06-26T12:19:30,EMP-1009,Mei Lindqvist,Shift Supervisor,STORE-B,sale,49.8,ORD-465881,CUST-10330,card,,0.0,
evt-0009862,2026-06-26T12:20:41,EMP-1009,Mei Lindqvist,Shift Supervisor,STORE-B,void,36.17,ORD-109062,,card,evt-0009840,0.0,
evt-0009798,2026-06-26T12:23:09,EMP-1005,Tobias Duarte,Returns Desk,STORE-B,refund,30.97,ORD-407179,CUST-10236,card,evt-0009790,0.0,
evt-0009836,2026-06-26T12:26:46,EMP-1009,Mei Lindqvist,Shift Supervisor,STORE-B,sale,16.76,ORD-778961,CUST-10325,cash,,0.0,
evt-0009731,2026-06-26T12:27:52,EMP-1002,Priya Byrne,Cashier,STORE-B,sale,26.29,ORD-594956,CUST-10028,card,,0.0,
evt-0009788,2026-06-26T12:28:41,EMP-1005,Tobias Duarte,Returns Desk,STORE-B,sale,26.98,ORD-290009,CUST-10318,card,,0.0,
evt-0009888,2026-06-26T12:32:21,EMP-1010,Sam Byrne,Shift Supervisor,STORE-B,sale,51.85,ORD-225703,CUST-10348,card,,0.0,
evt-0009720,2026-06-26T12:34:04,EMP-1001,Amara Zahra,Cashier,STORE-B,refund,22.95,ORD-365892,CUST-10248,card,evt-0009686,0.0,
evt-0009868,2026-06-26T12:34:48,EMP-1009,Mei Lindqvist,Shift Supervisor,STORE-B,manual_override,20.13,ORD-982259,,card,,0.0,price override
evt-0009843,2026-06-26T12:35:35,EMP-1009,Mei Lindqvist,Shift Supervisor,STORE-B,sale,48.16,ORD-102667,CUST-10229,card,,0.0,
evt-0009866,2026-06-26T12:38:10,EMP-1009,Mei Lindqvist,Shift Supervisor,STORE-B,discount,7.05,ORD-486058,CUST-10252,card,,8.5,
evt-0009972,2026-06-26T12:40:41,EMP-1015,Leila Farah,Store Manager,STORE-B,sale,28.83,ORD-275392,CUST-10149,cash,,0.0,
evt-0009918,2026-06-26T12:42:28,EMP-1012,Idris Nair,Shift Supervisor,STORE-B,sale,29.16,ORD-865660,CUST-10262,card,,0.0,
evt-0009764,2026-06-26T12:43:45,EMP-1003,Priya Zahra,Cashier,STORE-B,sale,27.44,ORD-542003,CUST-10068,cash,,0.0,
evt-0009693,2026-06-26T12:45:14,EMP-1001,Amara Zahra,Cashier,STORE-B,sale,14.01,ORD-248659,CUST-10023,card,,0.0,
evt-0009710,2026-06-26T12:45:28,EMP-1001,Amara Zahra,Cashier,STORE-B,sale,49.33,ORD-686542,CUST-10191,cash,,0.0,
evt-0009867,2026-06-26T12:46:34,EMP-1009,Mei Lindqvist,Shift Supervisor,STORE-B,manual_override,23.49,ORD-210646,,card,,0.0,price override
evt-0009858,2026-06-26T12:46:43,EMP-1009,Mei Lindqvist,Shift Supervisor,STORE-B,refund,71.48,ORD-841345,CUST-10313,cash,evt-0009825,0.0,
evt-0009855,2026-06-26T12:47:08,EMP-1009,Mei Lindqvist,Shift Supervisor,STORE-B,sale,21.92,ORD-634179,CUST-10052,card,,0.0,
evt-0009891,2026-06-26T12:47:41,EMP-1010,Sam Byrne,Shift Supervisor,STORE-B,refund,61.31,ORD-360141,CUST-10034,card,evt-0009872,0.0,
evt-0009976,2026-06-26T12:49:34,EMP-1015,Leila Farah,Store Manager,STORE-B,sale,31.61,ORD-246028,CUST-10246,card,,0.0,
evt-0009847,2026-06-26T12:53:27,EMP-1009,Mei Lindqvist,Shift Supervisor,STORE-B,sale,17.11,ORD-587856,CUST-10384,card,,0.0,
evt-0009820,2026-06-26T12:54:53,EMP-1009,Mei Lindqvist,Shift Supervisor,STORE-B,sale,13.12,ORD-714534,CUST-10084,card,,0.0,
evt-0009842,2026-06-26T12:58:01,EMP-1009,Mei Lindqvist,Shift Supervisor,STORE-B,sale,61.46,ORD-658586,CUST-10246,cash,,0.0,
evt-0009724,2026-06-26T12:58:37,EMP-1002,Priya Byrne,Cashier,STORE-B,sale,114.89,ORD-444075,CUST-10290,card,,0.0,
evt-0009971,2026-06-26T12:58:39,EMP-1015,Leila Farah,Store Manager,STORE-B,sale,31.15,ORD-528335,CUST-10113,card,,0.0,
evt-0009893,2026-06-26T13:00:18,EMP-1010,Sam Byrne,Shift Supervisor,STORE-B,void,31.1,ORD-691628,,card,evt-0009872,0.0,
evt-0009923,2026-06-26T13:02:52,EMP-1012,Idris Nair,Shift Supervisor,STORE-B,sale,39.89,ORD-607073,CUST-10056,wallet,,0.0,
evt-0009814,2026-06-26T13:04:13,EMP-1007,Marco Ricci,Returns Desk,STORE-B,refund,21.34,ORD-100268,CUST-10015,card,evt-0009802,0.0,
evt-0009894,2026-06-26T13:04:27,EMP-1011,Kwame Ricci,Shift Supervisor,STORE-B,sale,28.36,ORD-382559,CUST-10329,card,,0.0,
evt-0009837,2026-06-26T13:05:23,EMP-1009,Mei Lindqvist,Shift Supervisor,STORE-B,sale,61.62,ORD-344268,CUST-10078,card,,0.0,
evt-0009932,2026-06-26T13:07:07,EMP-1012,Idris Nair,Shift Supervisor,STORE-B,sale,17.95,ORD-344075,CUST-10112,card,,0.0,
evt-0009692,2026-06-26T13:09:56,EMP-1001,Amara Zahra,Cashier,STORE-B,sale,31.33,ORD-102057,CUST-10136,card,,0.0,
evt-0009838,2026-06-26T13:11:16,EMP-1009,Mei Lindqvist,Shift Supervisor,STORE-B,sale,30.9,ORD-394981,CUST-10011,cash,,0.0,
evt-0009746,2026-06-26T13:11:31,EMP-1002,Priya Byrne,Cashier,STORE-B,sale,53.07,ORD-722098,CUST-10099,wallet,,0.0,
evt-0009970,2026-06-26T13:11:42,EMP-1015,Leila Farah,Store Manager,STORE-B,sale,17.04,ORD-645105,CUST-10368,card,,0.0,
evt-0009920,2026-06-26T13:13:46,EMP-1012,Idris Nair,Shift Supervisor,STORE-B,sale,26.87,ORD-148057,CUST-10393,card,,0.0,
evt-0009744,2026-06-26T13:15:52,EMP-1002,Priya Byrne,Cashier,STORE-B,sale,118.53,ORD-401658,CUST-10300,cash,,0.0,
evt-0009756,2026-06-26T13:18:53,EMP-1003,Priya Zahra,Cashier,STORE-B,sale,35.58,ORD-789934,CUST-10309,card,,0.0,
evt-0009956,2026-06-26T13:20:29,EMP-1014,Theo Chan,Store Manager,STORE-B,sale,12.29,ORD-961931,CUST-10253,card,,0.0,
evt-0009706,2026-06-26T13:21:14,EMP-1001,Amara Zahra,Cashier,STORE-B,sale,32.38,ORD-589829,CUST-10079,card,,0.0,
evt-0009716,2026-06-26T13:21:52,EMP-1001,Amara Zahra,Cashier,STORE-B,sale,42.61,ORD-164980,CUST-10166,card,,0.0,
evt-0009790,2026-06-26T13:22:11,EMP-1005,Tobias Duarte,Returns Desk,STORE-B,sale,30.97,ORD-649429,CUST-10236,card,,0.0,
evt-0009915,2026-06-26T13:27:35,EMP-1012,Idris Nair,Shift Supervisor,STORE-B,sale,13.08,ORD-403996,CUST-10260,cash,,0.0,
evt-0009831,2026-06-26T13:29:34,EMP-1009,Mei Lindqvist,Shift Supervisor,STORE-B,sale,22.19,ORD-430489,CUST-10147,cash,,0.0,
evt-0009823,2026-06-26T13:30:06,EMP-1009,Mei Lindqvist,Shift Supervisor,STORE-B,sale,15.16,ORD-913405,CUST-10046,cash,,0.0,
evt-0009937,2026-06-26T13:32:09,EMP-1012,Idris Nair,Shift Supervisor,STORE-B,sale,30.75,ORD-663469,CUST-10296,wallet,,0.0,
evt-0009899,2026-06-26T13:32:47,EMP-1011,Kwame Ricci,Shift Supervisor,STORE-B,sale,18.34,ORD-653582,CUST-10359,card,,0.0,
evt-0009811,2026-06-26T13:36:48,EMP-1007,Marco Ricci,Returns Desk,STORE-B,sale,16.1,ORD-961878,CUST-10103,wallet,,0.0,
evt-0009942,2026-06-26T13:37:31,EMP-1012,Idris Nair,Shift Supervisor,STORE-B,sale,30.94,ORD-648432,CUST-10320,card,,0.0,
evt-0009864,2026-06-26T13:40:05,EMP-1009,Mei Lindqvist,Shift Supervisor,STORE-B,discount,17.83,ORD-271888,CUST-10306,card,,6.6,
evt-0009892,2026-06-26T13:41:42,EMP-1010,Sam Byrne,Shift Supervisor,STORE-B,refund,19.35,ORD-274498,CUST-10157,card,evt-0009879,0.0,
evt-0009871,2026-06-26T13:43:12,EMP-1010,Sam Byrne,Shift Supervisor,STORE-B,sale,33.34,ORD-194568,CUST-10246,cash,,0.0,
evt-0009969,2026-06-26T13:46:33,EMP-1015,Leila Farah,Store Manager,STORE-B,sale,46.3,ORD-734585,CUST-10045,card,,0.0,
